,Candidate,clean_name,State,District,num_candidates_in_race,Office Type,Race Type,Primary Status,Primary Runoff Status,General Status,Primary %,Endorsements,district_identifier,district_lean,Cand_Office,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date,Republican?,Challenger?(else_open),received_endorsements?
54,Bob Huff,bob huff,CA,U.S. House California District 39,13,Representative,Regular,Lost,None,None,11.53,0.0,CA-39,5.783819,H,REP,OPEN,694241.17,694241.17,0.0,0.0,435972.83,68168.84,504141.67,4199.5,0.0,85900.0,594241.17,0.0,100000.0,0.0,100000.0,0.0,0,0,0.0,547441.17,0.0,0.0,0.0,100000.0,0.0,100000.0,44100.0,0.0,0.0,44100.0,2700.0,550141.17,547441.17,0.0,0.0,01/01/2018,True,False,False
55,John Cullum,john cullum,CA,U.S. House California District 39,13,Representative,Regular,Lost,None,None,2.24,0.0,CA-39,5.783819,H,REP,OPEN,109973.72,109963.67,10.05,5361.57,7300.0,550.0,7850.0,0.0,0.0,0.0,7850.0,0.0,100000.0,0.0,100000.0,0.0,0,0,2123.72,14325.24,0.0,0.0,0.0,95638.43,0.0,95638.43,0.0,0.0,0.0,0.0,0.0,7850.0,14325.24,0.0,0.0,01/01/2017,True,False,False
56,Phil Liberatore,phil liberatore,CA,U.S. House California District 39,13,Representative,Regular,Lost,None,None,21.22,0.0,CA-39,5.783819,H,REP,OPEN,250772.0,225127.3,25644.7,97600.0,148499.0,3873.0,152372.0,0.0,0.0,0.0,152372.0,0.0,97600.0,0.0,97600.0,800.0,0,0,0.0,225127.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152372.0,224327.3,0.0,0.0,01/01/2018,True,False,False
57,Shawn Nelson,shawn nelson,CA,U.S. House California District 39,13,Representative,Regular,Lost,None,None,12.45,1.0,CA-39,5.783819,H,REP,OPEN,694900.84,685895.42,9005.42,16144.89,667087.84,8982.0,676069.84,16748.0,0.0,0.0,692817.84,0.0,0.0,0.0,0.0,2083.0,0,0,0.0,614592.34,0.0,0.0,0.0,0.0,0.0,0.0,71303.08,0.0,0.0,71303.08,0.0,621514.76,612509.34,0.0,0.0,01/01/2018,True,False,True
58,Andrew Sarega,andrew sarega,CA,U.S. House California District 39,13,Representative,Regular,Lost,None,None,1.05,0.0,CA-39,5.783819,H,REP,OPEN,35835.0,35835.0,0.0,35000.0,500.0,335.0,835.0,0.0,0.0,0.0,835.0,0.0,35000.0,0.0,35000.0,0.0,0,0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35832.4,835.0,2.6,0.0,0.0,01/01/2018,True,False,False
59,Andy Thorburn,andy thorburn,CA,U.S. House California District 39,13,Representative,Regular,Lost,None,None,20.440001000000002,0.0,CA-39,5.783819,H,DEM,OPEN,3161418.81,3161380.92,37.89,0.0,238633.3,33681.62,272314.92,0.0,0.0,26000.0,298314.92,0.0,2860900.0,0.0,2860900.0,2203.89,0,0,0.0,3099598.37,0.0,0.0,0.0,0.0,0.0,0.0,59422.55,0.0,0.0,59422.55,2360.0,238892.37,3097394.48,0.0,0.0,07/31/2017,False,False,False
60,Herbert Lee,herbert lee,CA,U.S. House California District 39,13,Representative,Regular,Lost,None,None,9.4200001,0.0,CA-39,5.783819,H,DEM,OPEN,1064247.19,1057258.46,6988.73,249053.16,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1064246.19,0.0,1064246.19,0.0,0,0,0.0,1057258.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1057258.46,0.0,0.0,01/01/2018,False,False,False
61,Jessica Morse,jessica morse,CA,U.S. House California District 4,4,Representative,Regular,Advanced,None,On the Ballot,49.099998,0.0,CA-4,-15.26335,H,DEM,CHALLENGER,3813237.37,3711060.21,102177.16,0.0,2605799.24,826727.64,3432526.88,218561.69,1978.46,231.81,3653298.84,157804.39,0.0,0.0,0.0,533.93,0,0,1600.21,3655620.46,0.0,0.0,0.0,0.0,0.0,0.0,43157.27,0.0,700.0,43857.27,11582.48,3609441.57,3655086.53,0.0,0.0,01/01/2017,False,True,False
62,Regina Bateson,regina bateson,CA,U.S. House California District 4,4,Representative,Regular,Lost,None,None,30.07,0.0,CA-4,-15.26335,H,DEM,CHALLENGER,804901.59,804901.59,0.0,0.0,568540.08,225460.42,794000.5,0.0,0.0,1766.99,795767.49,0.0,0.0,0.0,0.0,9114.1,0,0,20.0,757580.54,0.0,0.0,0.0,0.0,0.0,0.0,47110.95,0.0,0.0,47110.95,210.1,748656.54,748466.44,0.0,0.0,01/01/2017,False,True,False
63,Robert Lawton,robert lawton,CA,U.S. House California District 4,4,Representative,Regular,Lost,None,None,5.25,0.0,CA-4,-15.26335,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
64,Roza Calderon,roza calderon,CA,U.S. House California District 4,4,Representative,Regular,Lost,None,None,15.57,1.0,CA-4,-15.26335,H,DEM,CHALLENGER,97376.41,32122.37,66106.84,55000.0,22666.86,19709.55,42376.41,0.0,0.0,0.0,42376.41,0.0,55000.0,0.0,55000.0,0.0,0,0,0.0,29384.37,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,2700.0,38.0,39676.41,29384.37,0.0,0.0,04/01/2017,False,True,True
65,Aja Smith,aja smith,CA,U.S. House California District 41,1,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,CA-41,22.46642,H,REP,CHALLENGER,43984.88,43652.16,332.72,0.0,21920.0,20044.88,41964.88,0.0,1000.0,0.0,42964.88,0.0,1000.0,0.0,1000.0,0.0,0,0,20.0,42327.16,0.0,0.0,0.0,1000.0,0.0,1000.0,325.0,0.0,0.0,325.0,0.0,42639.88,42327.16,0.0,0.0,01/01/2017,True,True,False
66,Julia Peacock,julia peacock,CA,U.S. House California District 42,2,Representative,Regular,Advanced,None,On the Ballot,76.019997,0.0,CA-42,-12.76005,H,DEM,CHALLENGER,159046.35,149914.01,9480.05,8459.29,83878.14,69414.64,153292.78,4709.54,749.03,0.0,158751.35,0.0,0.0,0.0,0.0,295.0,0,0,0.0,147710.11,0.0,0.0,0.0,0.0,0.0,0.0,53.7,0.0,0.0,53.7,2150.2,158697.65,147415.11,0.0,0.0,01/01/2017,False,True,False
67,Norman Quintero,norman quintero,CA,U.S. House California District 42,2,Representative,Regular,Lost,None,None,23.98,0.0,CA-42,-12.76005,H,DEM,CHALLENGER,136211.3,136211.3,0.0,0.0,7309.36,4645.21,11954.57,0.0,0.0,250.0,12204.57,0.0,124006.73,0.0,124006.73,0.0,0,0,0.0,136211.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12204.57,136211.3,0.0,0.0,01/01/2017,False,True,False
68,Omar Navarro,omar navarro,CA,U.S. House California District 43,3,Representative,Regular,Advanced,None,On the Ballot,56.02,0.0,CA-43,54.045080000000006,H,REP,CHALLENGER,1173123.55,1045289.5,127836.49,2044.86,324869.83,829453.84,1154323.67,3700.0,250.0,6.0,1158279.67,0.0,2978.25,0.0,2978.25,11865.63,0,0,0.0,1035296.25,0.0,0.0,0.0,2978.25,0.0,2978.25,5715.0,0.0,0.0,5715.0,1300.0,1152564.67,1023430.62,2.44,0.0,01/01/2017,True,True,False
69,Frank DeMartini,frank demartini,CA,U.S. House California District 43,3,Representative,Regular,Lost,None,None,27.54,0.0,CA-43,54.045080000000006,H,REP,CHALLENGER,39192.04,39192.04,0.0,0.0,25877.0,9025.79,34902.79,0.0,0.0,274.19,35176.98,0.0,4015.06,0.0,4015.06,0.0,0,0,0.0,32857.41,0.0,0.0,0.0,934.63,0.0,934.63,5400.0,0.0,0.0,5400.0,0.0,29776.98,32857.41,0.0,0.0,07/01/2017,True,True,False
70,Edwin Duterte,edwin duterte,CA,U.S. House California District 43,3,Representative,Regular,Lost,None,None,16.44,0.0,CA-43,54.045080000000006,H,REP,CHALLENGER,18509.76,18509.76,0.0,0.0,12415.0,4520.0,16935.0,0.0,0.0,1574.76,18509.76,0.0,0.0,0.0,0.0,0.0,0,0,0.0,15364.76,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,0.0,0.0,2595.0,550.0,15914.76,15364.76,0.0,0.0,01/01/2017,True,True,False
71,Jazmina Saavedra,jazmina saavedra,CA,U.S. House California District 44,2,Representative,Regular,Lost,None,None,58.53,0.0,CA-44,59.231590000000004,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
72,Stacey Dash,stacey dash,CA,U.S. House California District 44,2,Representative,Regular,Lost,None,None,41.47,0.0,CA-44,59.231590000000004,H,REP,CHALLENGER,44730.13,44730.13,0.0,0.0,19625.0,22609.13,42234.13,2000.0,0.0,0.0,44234.13,0.0,0.0,0.0,0.0,496.0,0,0,0.0,44730.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44234.13,44234.13,0.0,0.0,01/01/2018,True,True,False
73,Brian Forde,brian forde,CA,U.S. House California District 45,4,Representative,Regular,Lost,None,None,13.06,0.0,CA-45,5.500552,H,DEM,CHALLENGER,1701475.61,1473652.99,227572.62,0.0,1584036.16,90494.39,1674530.55,12500.0,0.0,5400.0,1692430.55,0.0,0.0,0.0,0.0,9045.06,0,0,0.0,1360887.46,0.0,0.0,0.0,0.0,0.0,0.0,112515.53,0.0,0.0,112515.53,250.0,1579915.02,1351842.4,0.0,0.0,07/01/2017,False,True,False
74,Kia Hamadanchy,kia hamadanchy,CA,U.S. House California District 45,4,Representative,Regular,Lost,None,None,4.150000100000001,0.0,CA-45,5.500552,H,DEM,CHALLENGER,655052.65,655052.65,0.0,0.0,560887.15,82935.66,643822.81,11000.0,0.0,0.0,654822.81,0.0,0.0,0.0,0.0,229.84,0,0,0.0,608265.29,0.0,0.0,0.0,0.0,0.0,0.0,44840.12,0.0,0.0,44840.12,1947.24,609982.69,608035.45,0.0,0.0,04/01/2017,False,True,False
75,John Briscoe,john briscoe,CA,U.S. House California District 47,2,Representative,Regular,Advanced,None,On the Ballot,54.48,0.0,CA-47,24.76572,H,REP,CHALLENGER,54713.56,48137.47,6626.09,48708.0,7050.0,1515.0,8565.0,1000.0,0.0,5148.56,14713.56,0.0,40000.0,0.0,40000.0,0.0,0,0,0.0,47673.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.05,14713.56,47673.42,0.0,0.0,01/01/2018,True,True,False
76,David Clifford,david clifford,CA,U.S. House California District 47,2,Representative,Regular,Lost,None,None,45.52,0.0,CA-47,24.76572,H,REP,CHALLENGER,25680.4,21295.08,4425.0,10823.57,10340.4,4516.0,14856.4,0.0,0.0,1.0,14857.4,0.0,10823.0,0.0,10823.0,0.0,0,0,0.0,18320.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,14857.4,18320.08,131.0,0.0,12/11/2017,True,True,False
77,Hans Keirstead,hans keirstead,CA,U.S. House California District 48,8,Representative,Regular,Lost,None,None,37.439999,0.0,CA-48,-2.289448,H,DEM,CHALLENGER,2178356.89,2074450.17,103906.72,336666.13,828395.39,145986.89,974382.28,29700.0,0.0,155400.0,1159482.28,0.0,925000.0,0.0,925000.0,1270.89,0,0,92603.72,2021133.25,0.0,0.0,0.0,0.0,0.0,0.0,51066.92,0.0,0.0,51066.92,2250.0,1108415.36,2019862.36,0.0,0.0,04/01/2017,False,True,False
78,Laura Oatman,laura oatman,CA,U.S. House California District 48,8,Representative,Regular,Lost,None,None,3.01,0.0,CA-48,-2.289448,H,DEM,CHALLENGER,244289.89,228836.79,3132.15,0.0,186185.97,36734.69,222920.66,0.0,0.0,13197.23,236117.89,0.0,0.0,0.0,0.0,4100.0,0,0,4072.0,195690.05,0.0,0.0,0.0,0.0,0.0,0.0,24767.7,0.0,0.0,24767.7,8379.04,211350.19,191590.05,0.0,0.0,04/01/2017,False,True,False
79,Michael Kotick,michael kotick,CA,U.S. House California District 48,8,Representative,Regular,Lost,None,None,3.26,0.0,CA-48,-2.289448,H,DEM,CHALLENGER,531818.3,528815.97,3200.0,202525.0,189972.85,15049.8,205022.65,0.0,0.0,134531.68,339554.33,0.0,188525.0,0.0,188525.0,550.0,0,0,3188.97,483148.87,0.0,0.0,0.0,0.0,0.0,0.0,43565.12,0.0,0.0,43565.12,2101.98,295989.21,482598.87,0.0,0.0,07/01/2017,False,True,False
80,Omar Siddiqui,omar siddiqui,CA,U.S. House California District 48,8,Representative,Regular,Lost,None,None,10.81,3.0,CA-48,-2.289448,H,DEM,CHALLENGER,1178676.74,1178676.74,0.0,0.0,176807.3,10020.17,186827.47,0.0,0.0,241849.27,428676.74,0.0,750000.0,0.0,750000.0,0.0,0,0,0.0,408974.32,0.0,0.0,0.0,750000.0,0.0,750000.0,14002.42,0.0,0.0,14002.42,5700.0,414674.32,408974.32,0.0,0.0,01/01/2017,False,True,True
81,Rachel Payne,rachel payne,CA,U.S. House California District 48,8,Representative,Regular,Lost,None,None,4.4899998,1.0,CA-48,-2.289448,H,DEM,CHALLENGER,388067.99,388067.99,0.0,0.0,241903.96,43736.55,285640.51,5000.0,0.0,94688.53,385329.04,0.0,0.0,0.0,0.0,2738.95,0,0,0.0,342919.99,0.0,0.0,0.0,0.0,0.0,0.0,42475.0,0.0,0.0,42475.0,2673.0,342854.04,340181.04,0.0,0.0,03/01/2017,False,True,True
82,Tony Zarkades,tony zarkades,CA,U.S. House California District 48,8,Representative,Regular,Lost,None,None,1.6,1.0,CA-48,-2.289448,H,DEM,CHALLENGER,2200.0,2983.0,78.0,1700.0,0.0,500.0,500.0,0.0,0.0,0.0,500.0,135.0,1700.0,0.0,1700.0,0.0,0,0,0.0,2983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2983.0,860.0,0.0,01/01/2018,False,True,True
83,Diane Harkey,diane harkey,CA,U.S. House California District 49,12,Representative,Regular,Advanced,None,On the Ballot,52.93,2.0,CA-49,7.128985000000001,H,REP,OPEN,1645908.41,1642058.86,3849.55,77100.0,1094349.46,173135.86,1267485.32,266882.0,6015.7,2000.0,1542383.02,2359.84,100000.0,0.0,100000.0,1165.55,0,0,0.0,1608453.51,0.0,0.0,0.0,32900.0,0.0,32900.0,5.35,0.0,0.0,5.35,700.0,1542377.67,1607287.96,0.0,0.0,01/01/2018,True,False,True
84,Kristin Gaspar,kristin gaspar,CA,U.S. House California District 49,12,Representative,Regular,Lost,None,None,18.34,1.0,CA-49,7.128985000000001,H,REP,OPEN,393401.99,383777.59,9624.4,19734.84,354048.0,16556.0,370604.0,16999.99,0.0,0.0,387603.99,0.0,0.0,0.0,0.0,5099.0,0,0,699.0,337377.59,0.0,0.0,0.0,0.0,0.0,0.0,46400.0,0.0,0.0,46400.0,0.0,341203.99,332278.59,0.0,0.0,01/01/2018,True,False,True
85,Joshua Schoonover,joshua schoonover,CA,U.S. House California District 49,12,Representative,Regular,Lost,None,None,1.55,0.0,CA-49,7.128985000000001,H,REP,OPEN,12322.56,12322.56,-439.88,0.0,4000.0,3075.0,7075.0,0.0,0.0,5247.56,12322.56,0.0,0.0,0.0,0.0,0.0,0,0,0.0,12322.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12322.56,12322.56,0.0,0.0,01/01/2018,True,False,False
86,Brian Maryott,brian maryott,CA,U.S. House California District 49,12,Representative,Regular,Lost,None,None,6.26,0.0,CA-49,7.128985000000001,H,REP,OPEN,760193.75,750435.93,9757.82,10000.0,50100.0,2078.0,52178.0,0.0,0.0,50.0,52228.0,0.0,700000.0,0.0,700000.0,7965.75,0,0,0.0,460178.76,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,2700.0,287557.17,49528.0,452213.01,0.0,0.0,01/01/2018,True,False,False
87,Craig Nordal,craig nordal,CA,U.S. House California District 49,12,Representative,Regular,Lost,None,None,1.31,0.0,CA-49,7.128985000000001,H,REP,OPEN,11821.14,11907.99,69.22,10035.89,30.0,406.25,436.25,0.0,0.0,0.0,436.25,0.0,10685.89,0.0,10685.89,699.0,0,0,0.0,11257.99,0.0,0.0,0.0,650.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,436.25,10558.99,0.0,0.0,02/12/2018,True,False,False
88,David Medway,david medway,CA,U.S. House California District 49,12,Representative,Regular,Lost,None,None,1.22,0.0,CA-49,7.128985000000001,H,REP,OPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,False,False
89,Mike Levin,mike levin,CA,U.S. House California District 49,12,Representative,Regular,Advanced,None,On the Ballot,34.400002,0.0,CA-49,7.128985000000001,H,DEM,OPEN,6055213.14,5497153.67,558059.47,16101.21,3479074.49,1289973.16,4769047.65,509592.08,6129.23,11525.82,5296294.78,732115.69,0.0,0.0,0.0,26642.63,0,0,160.04,5384943.36,0.0,0.0,0.0,0.0,0.0,0.0,65291.47,0.0,4924.22,70215.69,41994.62,5226079.09,5358300.73,0.0,0.0,03/06/2017,False,False,False
90,Paul Kerr,paul kerr,CA,U.S. House California District 49,12,Representative,Regular,Lost,None,None,8.75,0.0,CA-49,7.128985000000001,H,DEM,OPEN,8182261.8,8182261.8,0.0,0.0,330702.5,20241.24,350943.74,11000.0,0.0,5715217.54,6077161.28,0.0,2000000.0,0.0,2000000.0,0.0,0,0,105100.52,5693303.86,0.0,0.0,0.0,2000000.0,0.0,2000000.0,347045.19,0.0,6000.0,353045.19,135912.75,5724116.09,5693303.86,0.0,0.0,01/01/2017,False,False,False
91,Sara Jacobs,sara jacobs,CA,U.S. House California District 49,12,Representative,Regular,Lost,None,None,31.09,0.0,CA-49,7.128985000000001,H,DEM,OPEN,2905005.64,2895016.81,9988.83,0.0,650700.73,64259.52,714960.25,13500.0,0.0,2155798.19,2884258.44,19000.0,0.0,0.0,0.0,1747.2,0,0,0.0,2716788.77,0.0,0.0,0.0,0.0,0.0,0.0,177228.04,0.0,1000.0,178228.04,0.0,2706030.4,2715041.57,0.0,0.0,10/01/2017,False,False,False
92,Ammar Campa-Najjar,ammar campa-najjar,CA,U.S. House California District 50,3,Representative,Regular,Advanced,None,On the Ballot,48.360001000000004,0.0,CA-50,-13.99288,H,DEM,CHALLENGER,4079157.61,4076167.49,2990.12,0.0,2215267.41,1584440.54,3799707.95,190162.52,15785.55,0.0,4005656.02,71129.59,0.0,0.0,0.0,2300.0,0,0,72.0,3982993.46,0.0,0.0,0.0,0.0,0.0,0.0,72443.83,0.0,2750.0,75193.83,17980.2,3930462.19,3980693.46,0.0,0.0,01/01/2017,False,True,False
93,Josh Butner,josh butner,CA,U.S. House California District 50,3,Representative,Regular,Lost,None,None,35.509997999999996,0.0,CA-50,-13.99288,H,DEM,CHALLENGER,758932.09,758932.09,0.0,0.0,468751.87,107704.35,576456.22,60700.0,0.0,10820.82,647977.04,105921.96,5000.0,0.0,5000.0,33.09,0,0,0.0,660236.95,0.0,0.0,0.0,5000.0,0.0,5000.0,93695.14,0.0,0.0,93695.14,0.0,554281.9,660203.86,0.0,0.0,04/09/2017,False,True,False
94,Juan Hidalgo,juan hidalgo,CA,U.S. House California District 51,3,Representative,Regular,Advanced,None,On the Ballot,49.39,0.0,CA-51,36.48505,H,REP,CHALLENGER,73237.31,70579.68,2657.63,0.0,45430.02,16771.85,62201.87,6250.0,285.44,0.0,68737.31,0.0,0.0,0.0,0.0,4500.0,0,0,0.0,70079.68,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,0.0,68237.31,65579.68,0.0,0.0,01/01/2018,True,True,False
95,Louis Fuentes,louis fuentes,CA,U.S. House California District 51,3,Representative,Regular,Lost,None,None,53.9,0.0,CA-51,36.48505,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
96,Omar Qudrat,omar qudrat,CA,U.S. House California District 52,6,Representative,Regular,Advanced,None,On the Ballot,37.28,0.0,CA-52,23.12505,H,REP,CHALLENGER,375254.09,372812.13,2441.96,71250.0,271581.27,23734.0,295315.27,9300.0,638.82,0.0,305254.09,0.0,70000.0,0.0,70000.0,0.0,0,0,0.0,371462.13,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,400.0,750.0,600.0,304504.09,371462.13,0.0,0.0,04/01/2017,True,True,False
97,James Veltmeyer,james veltmeyer,CA,U.S. House California District 52,6,Representative,Regular,Lost,None,None,27.81,0.0,CA-52,23.12505,H,REP,CHALLENGER,250657.35,250657.35,0.0,93092.5,82267.81,10155.77,92423.58,0.0,0.0,69530.05,161953.63,0.0,88500.0,0.0,88500.0,203.72,0,0,0.0,244944.35,0.0,0.0,0.0,0.0,0.0,0.0,3013.0,0.0,0.0,3013.0,2700.0,158940.63,244740.63,0.0,0.0,01/01/2017,True,True,False
98,John Horst,john horst,CA,U.S. House California District 52,6,Representative,Regular,Lost,None,None,8.25,0.0,CA-52,23.12505,H,REP,CHALLENGER,29234.98,29771.6,-2189.68,14065.56,11725.0,2999.78,14724.78,0.0,0.0,14366.96,29091.74,0.0,0.0,0.0,0.0,0.0,0,0,143.24,29771.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29091.74,29771.6,-1653.06,0.0,01/01/2017,True,True,False
99,Michael Allman,michael allman,CA,U.S. House California District 52,6,Representative,Regular,Lost,None,None,9.57,1.0,CA-52,23.12505,H,REP,CHALLENGER,415109.45,415109.45,0.0,0.0,106870.0,6162.0,113032.0,2000.0,0.0,77.45,115109.45,0.0,300000.0,0.0,300000.0,0.0,0,0,0.0,368795.11,0.0,0.0,0.0,33204.34,0.0,33204.34,13110.0,0.0,0.0,13110.0,0.0,101999.45,368795.11,0.0,0.0,10/01/2017,True,True,True
100,Morgan Murtaugh,morgan murtaugh,CA,U.S. House California District 53,4,Representative,Regular,Advanced,None,On the Ballot,42.73,0.0,CA-53,31.841590000000004,H,REP,CHALLENGER,94570.86,94570.86,0.0,0.0,48808.34,45762.52,94570.86,0.0,0.0,0.0,94570.86,0.0,0.0,0.0,0.0,0.0,0,0,0.0,94570.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94570.86,94570.86,0.0,0.0,03/09/2018,True,True,False
101,Brett Goda,brett goda,CA,U.S. House California District 53,4,Representative,Regular,Lost,None,None,5.93,0.0,CA-53,31.841590000000004,H,REP,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,True,False
102,Andrew Grant,andrew grant,CA,U.S. House California District 7,2,Representative,Regular,Advanced,None,On the Ballot,69.15,2.0,CA-7,9.164750999999999,H,REP,CHALLENGER,566014.2,549841.35,16172.85,2320.82,474056.92,43727.21,517784.13,33650.0,0.0,25.0,551459.13,11773.74,0.0,0.0,0.0,1825.7,0,0,955.63,542873.24,0.0,0.0,0.0,0.0,0.0,0.0,2950.0,0.0,0.0,2950.0,4018.11,548509.13,541047.54,0.0,0.0,07/01/2017,True,True,True
103,Yona Barash,yona barash,CA,U.S. House California District 7,2,Representative,Regular,Lost,None,None,30.85,0.0,CA-7,9.164750999999999,H,REP,CHALLENGER,321947.52,321947.52,0.0,0.0,159685.5,14646.0,174331.5,0.0,0.0,7506.24,181837.74,0.0,140000.0,0.0,140000.0,109.78,0,0,0.0,168375.69,0.0,0.0,0.0,132871.83,0.0,132871.83,20700.0,0.0,0.0,20700.0,0.0,161137.74,168265.91,0.0,0.0,01/01/2017,True,True,False
104,Marge Doyle,marge doyle,CA,U.S. House California District 8,3,Representative,Regular,Lost,None,,59.610001000000004,0.0,CA-8,-15.870510000000001,H,DEM,CHALLENGER,421369.75,395128.01,34597.45,1420.96,374804.59,24943.49,399748.08,3859.8,0.0,2018.0,405625.88,0.0,0.0,0.0,0.0,15743.87,0,0,0.0,376941.96,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.0,0.0,5300.0,12886.05,400325.88,361198.09,0.0,0.0,10/01/2017,False,True,False
105,Ronald O'Donnell,ronald o'donnell,CA,U.S. House California District 8,3,Representative,Regular,Lost,None,,12.71,0.0,CA-8,-15.870510000000001,H,DEM,CHALLENGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,True,False
106,Marla Livengood,marla livengood,CA,U.S. House California District 9,1,Representative,Regular,Advanced,None,On the Ballot,100.0,1.0,CA-9,14.345620000000002,H,REP,CHALLENGER,99966.73,97462.93,1947.57,7000.0,80068.0,17435.62,97503.62,1500.0,250.0,0.0,99253.62,0.0,0.0,0.0,0.0,0.0,0,0,713.11,96071.8,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,350.0,1041.13,98903.62,96071.8,0.0,0.0,01/01/2017,True,True,True
107,Peter Yu,peter yu,CO,U.S. House Colorado District 2,3,Representative,Regular,Advanced,None,On the Ballot,100.0,0.0,CO-2,23.044420000000002,H,REP,OPEN,67708.0,67708.0,0.0,0.0,44075.0,16283.0,60358.0,2350.0,1500.0,0.0,64208.0,0.0,3500.0,0.0,3500.0,0.0,0,0,0.0,64208.0,0.0,0.0,0.0,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,64208.0,64208.0,0.0,0.0,12/06/2017,True,False,False
